train_no,train_name,distance,source_station_name,departure_time,day_of_departure,destination_station_name,arrival_time,day_of_arrival
59211,RJT PBR FAST,92,RAJKOT,19:41:00,Monday,PORBANDAR,19:39:00,Monday
59212,PBR RJT FAST,11002,PORBANDAR,19:53:00,Wednesday,RAJKOT,19:52:00,Friday
59213,BNVD PBR PAS,112,BHANVAD,20:04:00,Friday,PORBANDAR,20:03:00,Friday
59214,PBR BNVDPASS,121,PORBANDAR,20:15:00,Wednesday,BHANVAD,20:13:00,Friday
59215,BNVD PBR PAS,138,BHANVAD,21:00:00,Wednesday,PORBANDAR,20:50:00,Friday
59216,PBR BNVD PAS,16100,PORBANDAR,21:35:00,Thursday,BHANVAD,21:33:00,Saturday
59225,BVC - MHV PA,178,BHAVNAGAR TERMINUS,21:54:00,Saturday,MAHUVA,21:52:00,Monday
59226,MHV - BVC PA,194,MAHUVA,22:08:00,Saturday,BHAVNAGAR TERMINUS,22:06:00,Monday
59227,BTD - BVC PA,213,BOTAD,22:40:00,Thursday,BHAVNAGAR TERMINUS,22:30:00,Saturday
59228,BVC - BTD PA,22100,BHAVNAGAR TERMINUS,22:56:00,Thursday,BOTAD,22:54:00,Saturday
59229,DHG - BVC PA,25100,DHRANGADHRA,23:23:00,Saturday,BHAVNAGAR TERMINUS,23:21:00,Monday
59230,BVC - DHG PA,263,BHAVNAGAR TERMINUS,23:36:00,Monday,DHRANGADHRA,23:34:00,Monday
59231,SUNR - BTD P,29100,SURENDRANAGAR,00:10:00,Sunday,BOTAD,00:08:00,Tuesday
59232,BTD - SUNR P,31005,BOTAD,00:30:00,Friday,SURENDRANAGAR,00:28:00,Friday
59233,SUNR BTD PAS,351,SURENDRANAGAR,01:10:00,Wednesday,BHAVNAGAR TERMINUS,01:08:00,Friday
59234,BTD - SUNR P,369,BHAVNAGAR TERMINUS,01:38:00,Tuesday,SURENDRANAGAR,01:36:00,Tuesday
59235,DLJ - MHV PA,41001,DHOLA JN,04:25:00,Tuesday,MAHUVA,03:50:00,Tuesday
59236,MHV - DLJ PA,429,MAHUVA,04:48:00,Saturday,DHOLA JN,04:46:00,Monday
59243,RJU - MHV PA,454,RAJULA CITY,05:30:00,Friday,MAHUVA,05:28:00,Friday
59244,MHV - RJU PA,465,MAHUVA,05:40:00,Tuesday,RAJULA CITY,05:38:00,Tuesday
59267,PIT - BVC PA,475,PALITANA,05:50:00,Wednesday,BHAVNAGAR TERMINUS,05:48:00,Friday
59268,BVC - PIT PA,492,BHAVNAGAR TERMINUS,06:20:00,Friday,PALITANA,06:15:00,Friday
59269,PIT - BVC PA,495,PALITANA,06:30:00,Friday,BHAVNAGAR TERMINUS,06:28:00,Friday
59270,BVC - PIT PA,51009,BHAVNAGAR TERMINUS,06:44:00,Wednesday,PALITANA,06:42:00,Friday
59271,SUNR - BVC P,522,SURENDRANAGAR,06:55:00,Thursday,BHAVNAGAR TERMINUS,06:53:00,Saturday
59272,BVC - SUNR P,533,BHAVNAGAR TERMINUS,07:10:00,Sunday,SURENDRANAGAR,07:08:00,Tuesday
59295,PIT - BVC PA,545,PALITANA,07:25:00,Thursday,BHAVNAGAR TERMINUS,07:23:00,Saturday
59296,BVC - PIT PA,561,BHAVNAGAR TERMINUS,07:40:00,Thursday,PALITANA,07:38:00,Saturday
59297,PBR-SMNH PAS,565,PORBANDAR,07:50:00,Saturday,SOMNATH,07:48:00,Monday
59298,SMNH-PBR PAS,576,SOMNATH,08:10:00,Sunday,PORBANDAR,08:08:00,Tuesday
59306,UJN INDB PAS,592,UJJAIN JN,08:25:00,Tuesday,INDORE BG,08:23:00,Tuesday
59307,INDB UJN PAS,61008,INDORE BG,08:40:00,Monday,UJJAIN JN,08:38:00,Monday
59317,NAD UJN PASS,62100,NAGDA JN,08:52:00,Sunday,UJJAIN JN,08:50:00,Tuesday
59318,UJN NAD PASS,634,UJJAIN JN,09:05:00,Sunday,NAGDA JN,09:03:00,Tuesday
59319,UJN BPL PASS,651,UJJAIN JN,09:20:00,Wednesday,BHOPAL,09:18:00,Friday
59320,BPL UJJAIN P,67100,BHOPAL,09:40:00,Friday,UJJAIN JN,09:38:00,Friday
59341,NAGDA BINA P,688,NAGDA JN,09:55:00,Monday,BINA,09:53:00,Monday
59342,BINA NAD PAS,698,BINA,10:10:00,Saturday,NAGDA JN,10:08:00,Monday
59345,RTM NAD PASS,711,RATLAM JN,10:30:00,Sunday,NAGDA JN,10:28:00,Tuesday
59346,NAD RTM PASS,718,NAGDA JN,11:00:00,Thursday,RATLAM JN,10:58:00,Saturday
59353,NAD UJN PASS,727,NAGDA JN,11:50:00,Friday,UJJAIN JN,11:48:00,Friday
59354,UJN NAD PASS,737,UJJAIN JN,12:10:00,Friday,NAGDA JN,12:10:00,Friday
59355,RATLAM MTJ P,100,RATLAM JN,08:10:00,Thursday,MATHURA JN.,08:10:00,Saturday
59356,MTJ RATLAM P,8,MATHURA JN.,08:25:00,Saturday,RATLAM JN,08:22:00,Monday
59357,BXN-JAB PASS,53,BAYANA,09:05:00,Wednesday,YAMUNA BRIDGE,09:02:00,Friday
59358,JAB-BXN PASS,127,YAMUNA BRIDGE,10:35:00,Monday,BAYANA,10:32:00,Monday
59359,BXN-MTJ PASS,191,BAYANA,11:45:00,Saturday,MATHURA JN.,11:40:00,Monday
59360,MTJ-BXN PASS,219,MATHURA JN.,12:15:00,Thursday,BAYANA,12:14:00,Saturday
59379,IND MKC PASS,269,INDORE BG,13:10:00,Tuesday,MAKSI JN,13:00:00,Tuesday
59380,MKC - IND PA,378,MAKSI JN,15:00:00,Monday,INDORE BG,14:58:00,Monday
59385,PANCHVALLEY,456,INDORE BG,16:15:00,Sunday,CHHINWARA JN,16:05:00,Tuesday
59386,PANCHVALLEY,492,CHHINWARA JN,16:50:00,Friday,INDORE BG,16:48:00,Friday
59387,NAD INDB PAS,52100,NAGDA JN,17:15:00,Tuesday,INDORE BG,17:13:00,Tuesday
59388,INDB - NAD P,543,INDORE BG,17:45:00,Sunday,NAGDA JN,17:43:00,Tuesday
59393,DHD HBJ FAST,569,DAHOD,18:44:00,Tuesday,BHOPAL,18:39:00,Tuesday
59394,HBJ DHD FAST,596,BHOPAL,19:10:00,Tuesday,DAHOD,19:08:00,Tuesday
59395,BZU- CWA PAS,61006,BETUL,19:45:00,Wednesday,CHHINWARA JN,19:40:00,Friday
59396,CWA - BZU PA,619,CHHINWARA JN,20:00:00,Tuesday,BETUL,19:58:00,Tuesday
59421,RJT VRL PASS,645,RAJKOT,20:20:00,Wednesday,VERAVAL,20:19:00,Friday
59422,SMNH RJT PAS,668,SOMNATH,20:45:00,Wednesday,RAJKOT,20:44:00,Friday
59423,RJT SMNH PAS,688,RAJKOT,21:15:00,Sunday,SOMNATH,21:14:00,Tuesday
59424,VRL  - RJT P,714,VERAVAL,21:45:00,Friday,RAJKOT,21:43:00,Friday
59425,BHUJ - PNU P,742,NEW BHUJ,22:10:00,Sunday,PALANPUR JN,22:09:00,Tuesday
59426,PNU - BHUJ P,783,PALANPUR JN,22:50:00,Friday,NEW BHUJ,22:49:00,Friday
59439,AHMADABAD PA,834,MUMBAI CENTRAL,23:45:00,Tuesday,AHMEDABAD,23:40:00,Tuesday
59440,AHMADABAD PA,863,AHMEDABAD,00:15:00,Monday,MUMBAI CENTRAL,00:14:00,Monday
59441,AHMEDABAD PA,92100,MUMBAI CENTRAL,02:40:00,Tuesday,AHMEDABAD,02:38:00,Tuesday
59442,AHMEDABAD PA,953,AHMEDABAD,04:15:00,Saturday,MUMBAI CENTRAL,04:10:00,Monday
59473,ADI - PTN PA,986,AHMEDABAD,04:45:00,Monday,PATAN,04:43:00,Monday
59474,PTN - ADI PA,11001006,PATAN,05:09:00,Monday,AHMEDABAD,05:08:00,Monday
59475,MSH - PTN PA,110044,MAHESANA JN,05:45:00,Thursday,PATAN,05:43:00,Saturday
59476,PTN - MSH PA,110067,PATAN,06:20:00,Monday,MAHESANA JN,06:18:00,Monday
59477,MSH - PTN PA,111006,MAHESANA JN,07:02:00,Saturday,PATAN,07:01:00,Monday
59478,MSH - PTN PA,1127,PATAN,07:25:00,Sunday,MAHESANA JN,07:24:00,Tuesday
59481,MSH - PTN PA,1147,MAHESANA JN,08:00:00,Sunday,PATAN,07:59:00,Tuesday
59482,PTN - MSH PA,115100,PATAN,08:15:00,Thursday,MAHESANA JN,08:10:00,Saturday
59483,MSH - PTN PA,1154,MAHESANA JN,08:50:00,Saturday,PATAN,08:50:00,Monday
59484,PTN - MSH PA,100,PATAN,20:45:00,Saturday,MAHESANA JN,00:00:00,Monday
59503,VG OKHA FAST,4,VIRAMGAM JN,20:57:00,Monday,OKHA,20:55:00,Monday
59504,OKHA VG FAST,26,OKHA,21:20:00,Tuesday,VIRAMGAM JN,21:18:00,Tuesday
59507,RJT- SMNH PA,47,RAJKOT,21:40:00,Tuesday,SOMNATH,21:39:00,Tuesday
59508,SMNH -RJT PA,86,SOMNATH,22:15:00,Wednesday,RAJKOT,22:14:00,Friday
59509,MSH - VG PAS,11100,MAHESANA JN,22:35:00,Sunday,VIRAMGAM JN,22:34:00,Tuesday
59510,VG-MSH PASSE,147,VIRAMGAM JN,23:00:00,Tuesday,MAHESANA JN,22:59:00,Tuesday
59511,MSH - VG PAS,167,MAHESANA JN,23:20:00,Saturday,VIRAMGAM JN,23:19:00,Monday
59512,VG-MSH PASSE,2100100,VIRAMGAM JN,00:25:00,Tuesday,MAHESANA JN,00:20:00,Tuesday
59547,OKHA PASSENG,234,AHMEDABAD,01:10:00,Saturday,OKHA,01:09:00,Monday
59548,OKHA ADI PAS,29100,OKHA,02:20:00,Friday,AHMEDABAD,02:19:00,Friday
59549,SANKALP FAST,319,VADODARA JN.,02:55:00,Tuesday,AHMEDABAD,02:50:00,Tuesday
59550,SANKALP FAST,371,AHMEDABAD,03:40:00,Wednesday,VADODARA JN.,03:39:00,Friday
59601,MJ AII PASS,412,MARWAR JN.,04:20:00,Saturday,AJMER JN.,04:18:00,Monday
59602,AII MJ PASS,44100,AJMER JN.,05:10:00,Saturday,MARWAR JN.,05:08:00,Monday
59603,AII - UDZ PA,465,MADAR JN,05:40:00,Sunday,UDAIPUR CITY,05:39:00,Tuesday
59604,UDZ-AII PASS,485,UDAIPUR CITY,06:00:00,Saturday,MADAR JN,05:58:00,Monday
59605,COR-UDZ PASS,51008,CHITTAURGARH JN,06:30:00,Saturday,UDAIPUR CITY,06:28:00,Monday
59606,UDZ-COR PASS,534,UDAIPUR CITY,07:00:00,Saturday,CHITTAURGARH JN,06:59:00,Monday
59607,AJMER - PUSH,547,AJMER JN.,08:00:00,Wednesday,PUSHKAR TERMINUS,07:55:00,Friday
59608,PUSHKER - AJ,558,PUSHKAR TERMINUS,08:13:00,Friday,AJMER JN.,08:12:00,Friday
59705,SOG-JP PASS.,584,SURATGARH JN.,08:45:00,Monday,JAIPUR JN.,08:42:00,Monday
59706,JP-SOG PASSA,611,JAIPUR JN.,09:12:00,Tuesday,SURATGARH JN.,09:11:00,Tuesday
59707,APH-SOG  PAS,634,ANUPGARH,09:35:00,Tuesday,SURATGARH JN.,09:34:00,Tuesday
59708,SOG - APH PA,662,SURATGARH JN.,10:05:00,Wednesday,ANUPGARH,10:04:00,Friday
59709,APH-SOG  PAS,697,ANUPGARH,11:20:00,Tuesday,SURATGARH JN.,11:10:00,Tuesday
59710,SOG-APH PASS,776,SURATGARH JN.,12:25:00,Saturday,ANUPGARH,12:23:00,Monday
59711,BTI- SOG  PA,885,BATHINDA JN,14:25:00,Friday,SURATGARH JN.,14:20:00,Friday
59712,SOG-BTI  PAS,934,SURATGARH JN.,15:10:00,Sunday,BATHINDA JN,15:09:00,Tuesday
59713,FL-JP PASS,962,PHULERA JN.,16:00:00,Tuesday,JAIPUR JN.,15:55:00,Tuesday
59714,JP - FL PASS,110026,JAIPUR JN.,17:15:00,Sunday,PHULERA JN.,17:13:00,Tuesday
59715,FL-RE PASSEN,111001,PHULERA JN.,18:55:00,Thursday,REWARI JN.,18:52:00,Saturday
59716,RE-FL PASSEN,1145,REWARI JN.,19:48:00,Friday,PHULERA JN.,19:45:00,Friday
59717,FL-RE PASSEN,1154,PHULERA JN.,00:00:00,Monday,REWARI JN.,20:15:00,Monday
59718,RE-FL PASSEN,100,REWARI JN.,23:10:00,Wednesday,PHULERA JN.,23:10:00,Friday
59719,FL-RE SPL PA,7,PHULERA JN.,23:21:00,Sunday,REWARI JN.,23:20:00,Tuesday
59720,RE-FL SPL PA,11,REWARI JN.,23:28:00,Monday,PHULERA JN.,23:27:00,Monday
59721,JP-HSR PASSE,25,JAIPUR JN.,23:45:00,Friday,HISAR JN,23:44:00,Friday
59722,HSR-JP PASS.,46,HISAR JN,00:05:00,Monday,JAIPUR JN.,00:04:00,Monday
59727,SIKR  RE PAS,74,SIKAR JN.,00:32:00,Tuesday,REWARI JN.,00:30:00,Tuesday
59728,RE SIKR PASS,115,REWARI JN.,01:01:00,Thursday,SIKAR JN.,01:00:00,Saturday
59729,SIKR RE PASS,133,SIKAR JN.,01:25:00,Sunday,REWARI JN.,01:24:00,Tuesday
59730,RE SIKR PASS,14100,REWARI JN.,01:35:00,Thursday,SIKAR JN.,01:34:00,Saturday
59731,APH-SOG HOLI,149,ANUPGARH,01:45:00,Tuesday,SURATGARH JN.,01:44:00,Tuesday
59732,SOG-APH HOLI,161,SURATGARH JN.,01:55:00,Friday,ANUPGARH,01:54:00,Friday
59733,APH-SOG PASS,171,ANUPGARH,02:25:00,Friday,SURATGARH JN.,02:24:00,Friday
59734,SOG-APH HOLI,189,SURATGARH JN.,03:02:00,Thursday,ANUPGARH,03:01:00,Saturday
59735,FPS-SIKR,215,FATEHPUR-SHEKHAWATI,03:30:00,Thursday,SIKAR JN.,03:28:00,Saturday
59736,SIKR-FPS,238,SIKAR JN.,03:50:00,Friday,FATEHPUR-SHEKHAWATI,03:49:00,Friday
59803,RTM-KOTA PAS,258,RATLAM JN,04:20:00,Thursday,KOTA,04:18:00,Saturday
59804,KOTA-RTM PAS,283,KOTA,04:50:00,Monday,RATLAM JN,04:48:00,Monday
59805,JP-BXN PASSE,311,JAIPUR JN.,05:20:00,Friday,BAYANA,05:19:00,Friday
59806,BXN-JP PASSE,324,BAYANA,05:30:00,Sunday,JAIPUR JN.,05:29:00,Tuesday
59811,HALDIGHATI P,352,RATLAM JN,06:00:00,Sunday,AGRA  FORT,05:58:00,Tuesday
59812,JAB-KOTA-RTM,41004,YAMUNA BRIDGE,07:30:00,Wednesday,RATLAM JN,07:25:00,Friday
59813,KOTA-JAB PAS,454,KOTA,08:55:00,Friday,YAMUNA BRIDGE,08:50:00,Friday
59814,JAB-KOTA PAS,481,AGRA  FORT,09:20:00,Thursday,KOTA,09:19:00,Saturday
59821,KOTA-BHIND P,487,KOTA,09:30:00,Thursday,BHIND,09:29:00,Saturday
59822,BHIND-KOTA P,52100,BHIND,10:10:00,Wednesday,KOTA,10:08:00,Friday
59823,GWL-BIX PASS,548,GWALIOR JN,10:40:00,Sunday,BHIND,10:38:00,Tuesday
59824,BIX-GWL PASS,61005,BHIND,11:45:00,Thursday,GWALIOR JN,11:38:00,Saturday
59825,GWL-BIX PASS,663,GWALIOR JN,13:45:00,Monday,BHIND,13:40:00,Monday
59826,BIX-GWL PASS,684,BHIND,14:10:00,Monday,GWALIOR JN,14:05:00,Monday
59827,BIX-ETW PASS,721,BHIND,14:50:00,Tuesday,ETAWAH,14:49:00,Tuesday
59828,ETW-BIX PASS,754,ETAWAH,15:40:00,Tuesday,BHIND,15:38:00,Tuesday
59831,BRC-KOTA PAR,81005,VADODARA JN.,17:05:00,Tuesday,KOTA,17:03:00,Tuesday
59832,KOTA-BRC PAR,863,KOTA,18:30:00,Sunday,VADODARA JN.,18:28:00,Tuesday
59833,KOTA-NMH FAS,892,KOTA,19:00:00,Wednesday,NIMACH,18:59:00,Friday
59834,NMH-KOTA FAS,91009,NIMACH,19:20:00,Sunday,KOTA,19:19:00,Tuesday
59835,NMH-UDZ PASS,942,NIMACH,20:50:00,Monday,UDAIPUR CITY,20:35:00,Monday
59836,UDZ-NMH PASS,969,UDAIPUR CITY,21:20:00,Saturday,NIMACH,21:19:00,Monday
59837,JLWC-KOTA PA,989,JHALAWAR CITY,22:40:00,Wednesday,KOTA,22:40:00,Friday
59838,KOTA-JLWC,100,KOTA,07:35:00,Tuesday,JHALAWAR CITY,07:35:00,Tuesday
59839,JLWC-KOTA PA,2100,JHALAWAR CITY,07:55:00,Wednesday,KOTA,07:54:00,Friday
59840,KOTA-JLWC PA,47,KOTA,09:15:00,Sunday,JHALAWAR CITY,08:45:00,Tuesday
61631,BPL BINA MEM,8100,BHOPAL,09:32:00,Tuesday,BINA,09:30:00,Tuesday
61632,BINA- BPL ME,97,BINA,09:48:00,Monday,BHOPAL,09:47:00,Monday
63105,SDAH-BPC MEM,126,SEALDAH,10:22:00,Friday,LALGOLA,10:21:00,Friday
63108,LGL-SDAH MEM,184,LALGOLA,12:05:00,Sunday,SEALDAH,11:55:00,Tuesday
63141,SDAH RPH PAS,235,SEALDAH,13:10:00,Sunday,RAMPUR HAT,13:09:00,Tuesday
63142,RPH SDAH PAS,268,RAMPUR HAT,13:45:00,Monday,SEALDAH,13:43:00,Monday
63151,JSME - BDME,31005,JASIDIH JN.,15:00:00,Sunday,BAIDYANATHDHAM,14:55:00,Tuesday
63153,JSME - BDME,325,JASIDIH JN.,16:15:00,Tuesday,BAIDYANATHDHAM,16:10:00,Tuesday
63154,BDME - JSME,383,BAIDYANATHDHAM,17:15:00,Monday,JASIDIH JN.,17:10:00,Monday
63155,JSME - BDME,44100,JASIDIH JN.,18:17:00,Tuesday,BAIDYANATHDHAM,18:15:00,Tuesday
63156,BDME - JSME,468,BAIDYANATHDHAM,19:00:00,Wednesday,JASIDIH JN.,18:58:00,Friday
63157,JSME - BDME,51001,JASIDIH JN.,19:45:00,Saturday,BAIDYANATHDHAM,19:43:00,Monday
63158,BDME - JSME,51007,BAIDYANATHDHAM,19:52:00,Friday,JASIDIH JN.,19:50:00,Friday
63159,JSME - BDME,533,JASIDIH JN.,20:50:00,Tuesday,BAIDYANATHDHAM,20:45:00,Tuesday
63160,BDME - JSME,584,BAIDYANATHDHAM,21:50:00,Wednesday,JASIDIH JN.,21:35:00,Friday
63161,JSME - BDME,635,JASIDIH JN.,22:32:00,Sunday,BAIDYANATHDHAM,22:30:00,Tuesday
63162,BDME - JSME,663,BAIDYANATHDHAM,22:53:00,Sunday,JASIDIH JN.,22:52:00,Tuesday
63163,JSME - BDME,676,JASIDIH JN.,23:10:00,Saturday,BAIDYANATHDHAM,23:08:00,Monday
63164,BDME - JSME,71004,BAIDYANATHDHAM,23:40:00,Friday,JASIDIH JN.,23:38:00,Friday
63165,JSME-BDME PG,73100,JASIDIH JN.,00:02:00,Thursday,BAIDYANATHDHAM,00:01:00,Saturday
63166,BDME - JSME,75100,BAIDYANATHDHAM,00:22:00,Friday,JASIDIH JN.,00:21:00,Friday
63167,JSME - BDME,773,JASIDIH JN.,00:40:00,Sunday,BAIDYANATHDHAM,00:38:00,Tuesday
63168,BDME - JSME,799,BAIDYANATHDHAM,01:45:00,Saturday,JASIDIH JN.,01:43:00,Monday
63169,JSME-BDME PG,817,JASIDIH JN.,02:30:00,Monday,BAIDYANATHDHAM,02:28:00,Monday
63203,KIUL-MKA MEM,827,KIUL JN.,02:40:00,Sunday,MOKAMA JN.,02:38:00,Tuesday
63204,MKA-KIUL MEM,839,MOKAMA JN.,02:52:00,Monday,KIUL JN.,02:50:00,Monday
63205,KIUL-PNBE ME,847,KIUL JN.,03:05:00,Saturday,PATNA JN.,03:03:00,Monday
63206,PNBE-KIUL ME,855,PATNA JN.,03:14:00,Thursday,KIUL JN.,03:12:00,Saturday
63207,JAJ-PNBE MEM,872,JHAJHA,03:30:00,Tuesday,PATNA JN.,03:29:00,Tuesday
63208,PNBE-JSME ME,914,PATNA JN.,04:20:00,Friday,JASIDIH JN.,04:18:00,Friday
63209,JAJ-PNBE MEM,942,JHAJHA,04:40:00,Saturday,PATNA JN.,04:39:00,Monday
63210,PNBE-JAJ MEM,963,PATNA JN.,05:00:00,Wednesday,JHAJHA,04:59:00,Friday
63211,JAJ - PNBE,977,JASIDIH JN.,05:20:00,Sunday,PATNA JN.,05:19:00,Tuesday
63212,PNBE-JAJ MEM,981,PATNA JN.,05:31:00,Sunday,JHAJHA,05:30:00,Tuesday
63213,PNBE-ARA MEM,987,PATNA JN.,06:45:00,Saturday,ARA,06:45:00,Monday
63214,ARA-PNBE MEM,100,ARA,10:15:00,Friday,PATNA JN.,10:15:00,Friday
63217,MKA-DNR MEMU,26,MOKAMA JN.,10:37:00,Tuesday,DANAPUR,10:36:00,Tuesday
63218,DNR - MKA ME,36,DANAPUR,11:00:00,Sunday,MOKAMA JN.,10:55:00,Tuesday
63219,DNR-RPR MEMU,11006,DANAPUR,11:55:00,Friday,RAGHUNATHPUR,11:54:00,Friday
63220,RPR-PNBE MEM,148,RAGHUNATHPUR,12:35:00,Friday,PATNA JN.,12:34:00,Friday
63221,MKA-PNBE MEM,197,MOKAMA JN.,13:25:00,Thursday,PATNA JN.,13:24:00,Saturday
63222,PNBE-MKA MEM,221,PATNA JN.,14:50:00,Friday,MOKAMA JN.,14:50:00,Friday
63223,PNBE-ARA MEM,100,PATNA JN.,16:00:00,Friday,ARA,16:00:00,Friday
63224,ARA-PNBE MEM,25,ARA,16:40:00,Wednesday,PATNA JN.,16:39:00,Friday
63225,PNBE-MGS MEM,74,PATNA JN.,17:25:00,Saturday,MUGHAL SARAI JN.,17:24:00,Monday
63226,BSB-PNBE MEM,115,VARANASI JN.,18:01:00,Sunday,PATNA JN.,18:00:00,Tuesday
63227,PNBE-MGS MEM,186,PATNA JN.,20:10:00,Thursday,MUGHAL SARAI JN.,20:00:00,Saturday
63228,MGS-PNBE  ME,196,MUGHAL SARAI JN.,20:23:00,Thursday,PATNA JN.,20:22:00,Saturday
63231,PNBE-MGS MEM,223,PATNA JN.,21:00:00,Sunday,MUGHAL SARAI JN.,21:00:00,Tuesday
63232,BXR-PNBE MEM,100,BUXAR,06:00:00,Tuesday,PATNA JN.,06:00:00,Tuesday
63233,PNBE-BSB MEM,33,PATNA JN.,06:29:00,Wednesday,VARANASI JN.,06:27:00,Friday
63234,MGS-PNBE MEM,62,MUGHAL SARAI JN.,06:56:00,Wednesday,PATNA JN.,06:54:00,Friday
63235,BXR-MGS MEMU,78,BUXAR,08:00:00,Tuesday,MUGHAL SARAI JN.,07:55:00,Tuesday
63237,MGS-ALD MEMU,1100100,MUGHAL SARAI JN.,08:22:00,Saturday,ALLAHABAD JN.,08:20:00,Monday
63238,MGS- ALD MEM,131,ALLAHABAD JN.,09:05:00,Tuesday,MUGHAL SARAI JN.,08:55:00,Tuesday
63240,MGS-BXR MEMU,16100,MUGHAL SARAI JN.,09:32:00,Wednesday,BUXAR,09:30:00,Friday
63241,PNBE- GAYA M,181,PATNA JN.,09:53:00,Wednesday,GAYA JN.,09:52:00,Friday
63242,GAYA-PNBE  M,188,GAYA JN.,10:01:00,Saturday,PATNA JN.,10:00:00,Monday
63243,PNBE-GAYA ME,21006,PATNA JN.,10:22:00,Saturday,GAYA JN.,10:20:00,Monday
63244,GAYA -PNBE M,222,GAYA JN.,10:40:00,Friday,PATNA JN.,10:38:00,Friday
63245,PNBE-GAYA ME,233,PATNA JN.,10:52:00,Sunday,GAYA JN.,10:51:00,Tuesday
63246,GAYA-PNBE  M,25100,GAYA JN.,11:11:00,Wednesday,PATNA JN.,11:10:00,Friday
63247,GAYA-PNBE ME,267,PATNA JN.,12:05:00,Tuesday,GAYA JN.,12:05:00,Tuesday
63248,GAYA-PNBE ME,100,GAYA JN.,15:25:00,Monday,PATNA JN.,15:25:00,Monday
63249,PNBE-GAYA ME,17,PATNA JN.,15:45:00,Tuesday,GAYA JN.,15:44:00,Tuesday
63250,GAYA-PNBE ME,33,GAYA JN.,16:04:00,Thursday,PATNA JN.,16:03:00,Saturday
63251,PNBE-GAYA ME,45,PATNA JN.,16:16:00,Monday,GAYA JN.,16:14:00,Monday
63252,GAYA -PNBE M,61,GAYA JN.,16:42:00,Sunday,PATNA JN.,16:40:00,Tuesday
63253,PNBE-GAYA ME,79,PATNA JN.,17:00:00,Wednesday,GAYA JN.,16:59:00,Friday
63254,GAYA-PNBE ME,86,GAYA JN.,17:08:00,Friday,PATNA JN.,17:07:00,Friday
63255,PNBE-GAYA ME,11007,PATNA JN.,17:22:00,Wednesday,GAYA JN.,17:20:00,Friday
63256,GAYA-PNBE ME,136,GAYA JN.,18:10:00,Saturday,PATNA JN.,18:00:00,Monday
63257,PNBE-GAYA ME,167,PATNA JN.,18:39:00,Wednesday,GAYA JN.,18:37:00,Friday
63258,GAYA-PNBE ME,189,GAYA JN.,19:15:00,Friday,PATNA JN.,19:10:00,Friday
63259,PNBE-GAYA ME,21004,PATNA JN.,19:34:00,Monday,GAYA JN.,19:32:00,Monday
63260,GAYA-PNBE ME,234,GAYA JN.,20:25:00,Tuesday,PATNA JN.,20:23:00,Tuesday
63261,FUT - BXR ME,267,FATUHA,20:55:00,Wednesday,BUXAR,20:55:00,Friday
63262,BXR - FUT ME,100,BUXAR,16:35:00,Wednesday,FATUHA,16:35:00,Friday
63263,PNBE-BXR MEM,8,PATNA JN.,16:50:00,Monday,BUXAR,16:47:00,Monday
63264,MGS-PNBE MEM,33,MUGHAL SARAI JN.,17:10:00,Friday,PATNA JN.,17:08:00,Friday
63271,MKA-PNBE MEM,53,MOKAMA JN.,17:33:00,Friday,PATNA JN.,17:30:00,Friday
63272,PNBE-MKA MEM,136,PATNA JN.,19:10:00,Thursday,MOKAMA JN.,19:05:00,Saturday
63273,BJU-MKA MEMU,187,BARAUNI JN.,20:00:00,Sunday,MOKAMA JN.,19:55:00,Tuesday
63274,MKA-BJU MEMU,26100,MOKAMA JN.,21:40:00,Saturday,BARAUNI JN.,21:35:00,Monday
63275,BJU-MKA MEMU,279,BARAUNI JN.,22:26:00,Saturday,MOKAMA JN.,22:25:00,Monday
63276,MKA-BJU MEMU,31007,MOKAMA JN.,22:45:00,Monday,BARAUNI JN.,22:44:00,Monday
63279,BJU-SEE MEMU,334,BARAUNI JN.,23:09:00,Friday,SONPUR JN.,23:08:00,Friday
63280,PNBE-BJU MEM,368,PATNA JN.,23:45:00,Tuesday,BARAUNI JN.,23:40:00,Tuesday
63283,BJU-PNBE MEM,431,BARAUNI JN.,01:02:00,Monday,PATNA JN.,01:00:00,Monday
63284,PNBE-BJU MEM,476,PATNA JN.,01:40:00,Wednesday,BARAUNI JN.,01:39:00,Friday
63285,BJU-PNBE MEM,51003,BARAUNI JN.,02:05:00,Monday,PATNA JN.,02:04:00,Monday
63286,SEE-BJU MEMU,518,SONPUR JN.,02:20:00,Sunday,BARAUNI JN.,02:19:00,Tuesday
63289,GAYA-DOS MEM,545,GAYA JN.,03:15:00,Friday,DEHRI-ON-SON,03:13:00,Friday
63290,DOS-GAYA MEM,574,DEHRI-ON-SON,03:50:00,Saturday,GAYA JN.,03:48:00,Monday
63291,GAYA-DOS MEM,61004,GAYA JN.,05:15:00,Monday,DEHRI-ON-SON,05:10:00,Monday
63292,DOS-GAYA MEM,627,DEHRI-ON-SON,05:50:00,Friday,GAYA JN.,05:48:00,Friday
63293,DOS-MGS MEMU,648,DEHRI-ON-SON,06:10:00,Wednesday,MUGHAL SARAI JN.,06:09:00,Friday
63294,MGS-DOS MEMU,684,MUGHAL SARAI JN.,06:55:00,Tuesday,DEHRI-ON-SON,06:54:00,Tuesday
63295,GAYA-MGS MEM,699,GAYA JN.,07:10:00,Sunday,MUGHAL SARAI JN.,07:09:00,Tuesday
