Train_No,Train_Name,distance,Source_Station_Name,departure_time,day_of_departure,Destination_Station_Name,arrival_time,day_of_arrival
95718,K36,12,KALYAN JN,06:22:49,Tuesday,CST-MUMBAI,05:38:30,Saturday
95719,K73,2145,CST-MUMBAI,02:19:13,Friday,KALYAN JN,01:55:24,Saturday
95720,K42,697,KALYAN JN,11:05:19,Sunday,CST-MUMBAI,20:24:42,Saturday
95721,KW1,791,CST-MUMBAI,08:50:16,Wednesday,KALYAN JN,19:22:37,Saturday
95722,DK10,270,KALYAN JN,19:32:18,Sunday,DADAR,04:43:51,Thursday
95723,DK15,2964,DADAR,11:52:53,Sunday,KALYAN JN,06:00:56,Friday
95724,K56,1951,KALYAN JN,13:23:30,Sunday,CST-MUMBAI,14:40:35,Monday
95725,DK17,291,DADAR,20:07:22,Tuesday,KALYAN JN,03:31:25,Tuesday
95726,K76,1609,KALYAN JN,12:31:33,Thursday,CST-MUMBAI,17:28:53,Thursday
95727,K89,2363,CST-MUMBAI,23:33:30,Sunday,KALYAN JN,22:13:40,Wednesday
95728,K94,2607,KALYAN JN,20:58:59,Sunday,CST-MUMBAI,19:21:41,Thursday
95729,DK21,2935,DADAR,10:53:16,Tuesday,KALYAN JN,01:39:00,Friday
95730,DK20,1107,KALYAN JN,02:03:18,Friday,DADAR,21:46:59,Tuesday
95731,K95,895,CST-MUMBAI,16:38:52,Wednesday,KALYAN JN,18:07:47,Thursday
95732,K98,1132,KALYAN JN,16:21:18,Monday,CST-MUMBAI,00:30:47,Wednesday
95733,K101,828,CST-MUMBAI,07:43:23,Friday,KALYAN JN,10:12:03,Saturday
95734,DK22,2549,KALYAN JN,04:00:32,Saturday,DADAR,04:44:27,Thursday
95735,DK27,1109,DADAR,02:12:25,Saturday,KALYAN JN,21:49:49,Monday
95736,K102,248,KALYAN JN,05:22:42,Tuesday,CST-MUMBAI,19:30:35,Thursday
95737,K103,1812,CST-MUMBAI,05:58:39,Monday,KALYAN JN,03:55:14,Friday
95738,K106,2900,KALYAN JN,16:10:21,Friday,CST-MUMBAI,19:17:37,Saturday
95739,K111,299,CST-MUMBAI,13:55:11,Sunday,KALYAN JN,16:47:05,Sunday
95740,K112,2174,KALYAN JN,10:01:33,Wednesday,CST-MUMBAI,23:49:37,Saturday
95741,K115,973,CST-MUMBAI,21:59:53,Friday,KALYAN JN,07:03:19,Saturday
95742,K116,1300,KALYAN JN,09:35:16,Wednesday,CST-MUMBAI,07:38:22,Sunday
95743,K119,2086,CST-MUMBAI,16:15:40,Tuesday,KALYAN JN,07:30:49,Thursday
95744,K128,2881,KALYAN JN,18:10:17,Saturday,CST-MUMBAI,14:55:54,Wednesday
95745,K121,912,CST-MUMBAI,16:37:03,Sunday,KALYAN JN,18:52:28,Saturday
95746,K138,1978,KALYAN JN,13:49:59,Thursday,CST-MUMBAI,16:37:03,Sunday
95801,DL35,958,CST-MUMBAI,18:29:14,Wednesday,DOMBIVLI,15:09:53,Tuesday
95802,DL8,682,DOMBIVLI,17:24:10,Tuesday,CST-MUMBAI,02:03:07,Tuesday
95804,DL26,2271,DOMBIVLI,12:16:39,Saturday,CST-MUMBAI,21:00:31,Saturday
95805,DL49,993,CST-MUMBAI,23:59:19,Saturday,DOMBIVLI,04:04:49,Sunday
95808,DL 28,2488,DOMBIVLI,17:23:11,Sunday,CST-MUMBAI,09:10:00,Friday
95901,T17,1445,CST-MUMBAI,11:37:29,Tuesday,THANE,04:50:54,Tuesday
95902,T8,1684,THANE,12:56:49,Wednesday,CST-MUMBAI,04:48:35,Friday
95903,T27,461,CST-MUMBAI,12:15:57,Thursday,THANE,15:57:15,Monday
95904,T36,2276,THANE,04:52:20,Tuesday,CST-MUMBAI,17:19:35,Saturday
95905,T33,416,CST-MUMBAI,15:48:29,Monday,THANE,17:01:36,Tuesday
95906,T42,2055,THANE,09:31:41,Sunday,CST-MUMBAI,04:24:14,Wednesday
95907,T43,461,CST-MUMBAI,19:13:40,Tuesday,THANE,05:04:11,Thursday
95908,T50,303,THANE,08:23:46,Friday,CST-MUMBAI,17:32:49,Tuesday
95909,T107,2958,CST-MUMBAI,13:35:00,Tuesday,THANE,14:43:02,Friday
95910,T62,428,THANE,13:42:11,Sunday,CST-MUMBAI,01:19:00,Saturday
95911,T117,1146,CST-MUMBAI,16:15:13,Monday,THANE,13:00:18,Wednesday
95912,T74,2877,THANE,14:48:34,Thursday,CST-MUMBAI,03:55:56,Friday
95913,T127,2313,CST-MUMBAI,08:27:51,Thursday,THANE,19:57:34,Tuesday
95917,T117,275,CST-MUMBAI,06:12:41,Sunday,THANE,23:30:40,Friday
95919,T131,704,CST-MUMBAI,04:20:48,Thursday,THANE,13:04:25,Friday
96001,SKP1,1519,KARJAT,21:41:56,Wednesday,PALASDARI,06:22:59,Monday
96002,SKP2,261,PALASDARI,02:18:36,Sunday,KARJAT,06:54:32,Friday
96003,KP1,1741,KALYAN JN,07:18:30,Sunday,PALASDARI,19:23:14,Thursday
96004,SKP4,1969,PALASDARI,04:36:32,Friday,KARJAT,08:14:29,Wednesday
96005,SKP3,186,KARJAT,20:22:17,Tuesday,PALASDARI,09:52:12,Thursday
96006,SKP6,2066,PALASDARI,02:14:28,Friday,KARJAT,02:24:17,Monday
96007,SKP5,2140,KARJAT,01:41:13,Wednesday,PALASDARI,01:45:42,Tuesday
96008,SKP8,1264,PALASDARI,10:39:14,Thursday,KARJAT,00:09:28,Tuesday
96009,SKP7,2189,KARJAT,01:33:39,Saturday,PALASDARI,19:24:39,Sunday
96010,SKP10,2788,PALASDARI,05:32:23,Friday,KARJAT,19:18:52,Friday
96011,SKP9,2740,KARJAT,01:25:14,Monday,PALASDARI,00:02:38,Saturday
96012,SKP12,816,PALASDARI,04:57:12,Tuesday,KARJAT,10:37:38,Thursday
96013,SKP11,1245,KARJAT,08:34:41,Friday,PALASDARI,13:21:24,Saturday
96014,SKP14,2722,PALASDARI,13:09:53,Friday,KARJAT,14:35:16,Friday
96015,SKP13,1077,KARJAT,20:29:43,Saturday,PALASDARI,10:47:54,Thursday
96016,SKP16,640,PALASDARI,05:33:47,Tuesday,KARJAT,20:45:17,Friday
96017,SKP15,1824,KARJAT,11:01:28,Monday,PALASDARI,20:56:26,Thursday
96018,SKP18,637,PALASDARI,20:20:36,Tuesday,KARJAT,12:13:48,Friday
96019,KP 15,1727,KALYAN JN,11:17:24,Friday,PALASDARI,21:35:05,Sunday
96020,KP14,1247,PALASDARI,22:53:28,Monday,KALYAN JN,07:38:25,Friday
96022,SKP20,2892,PALASDARI,15:20:11,Friday,KARJAT,10:06:53,Saturday
96101,S1,1650,KALYAN JN,11:17:00,Saturday,KARJAT,18:25:55,Monday
96102,S2,2023,KARJAT,12:52:21,Sunday,KALYAN JN,20:26:09,Monday
96103,TS1,661,KALYAN JN,08:07:39,Monday,KARJAT,03:53:58,Monday
96104,S4,646,KARJAT,14:19:45,Wednesday,KALYAN JN,06:32:45,Wednesday
96105,TS3,1110,KALYAN JN,04:23:39,Tuesday,KARJAT,13:51:25,Monday
96106,S6,1950,KARJAT,19:15:49,Wednesday,KALYAN JN,05:32:08,Monday
96107,S3,1478,KALYAN JN,05:40:24,Monday,KARJAT,01:26:06,Sunday
96108,TS2,1880,KARJAT,10:33:11,Saturday,KALYAN JN,04:13:22,Wednesday
96109,S5,1722,KALYAN JN,10:29:01,Tuesday,KARJAT,00:37:17,Wednesday
96110,TS4,2250,KARJAT,08:50:04,Monday,KALYAN JN,16:37:46,Sunday
96111,TS5,532,KALYAN JN,13:21:26,Friday,KARJAT,23:46:52,Saturday
96112,S50,2767,KARJAT,03:40:39,Wednesday,KALYAN JN,12:28:03,Tuesday
96113,TS7,2487,KALYAN JN,03:14:02,Wednesday,KARJAT,08:45:59,Friday
96114,S48,2812,KARJAT,15:47:11,Monday,CST-MUMBAI,01:24:17,Friday
96115,TS9,565,KALYAN JN,02:26:48,Sunday,KARJAT,00:59:33,Wednesday
96116,S50,562,KARJAT,22:15:52,Friday,CST-MUMBAI,13:13:23,Monday
96117,TS11,1546,KALYAN JN,10:51:14,Monday,KARJAT,09:03:06,Friday
96119,S39,206,KALYAN JN,15:10:39,Sunday,KARJAT,10:32:23,Friday
96121,S41,2894,KALYAN JN,10:25:14,Sunday,KARJAT,05:27:01,Saturday
96201,CBL1,259,KALYAN JN,21:11:25,Saturday,BADLAPUR,04:19:49,Tuesday
96202,BL2,857,BADLAPUR,04:07:41,Wednesday,KALYAN JN,03:40:12,Thursday
96203,TBL1,1535,KALYAN JN,22:14:16,Saturday,BADLAPUR,00:20:06,Thursday
96204,BL4,2645,BADLAPUR,17:10:38,Monday,KALYAN JN,10:05:53,Monday
96205,BL27,1409,KALYAN JN,05:37:41,Thursday,BADLAPUR,23:05:32,Tuesday
96206,BL6,1157,BADLAPUR,11:10:55,Saturday,KALYAN JN,22:00:22,Monday
96207,TBL3,1921,KALYAN JN,14:44:17,Sunday,BADLAPUR,19:47:39,Monday
96208,TBL2,1165,BADLAPUR,01:49:02,Sunday,KALYAN JN,12:31:48,Thursday
96209,TBL5,562,KALYAN JN,16:53:38,Friday,BADLAPUR,15:45:36,Sunday
96210,BL12,940,BADLAPUR,01:06:27,Thursday,KALYAN JN,14:50:21,Thursday
96211,TBL7,2110,KALYAN JN,01:57:00,Saturday,BADLAPUR,09:44:38,Sunday
96212,BL16,818,BADLAPUR,16:20:50,Tuesday,KALYAN JN,08:59:36,Sunday
96213,BL41,2351,KALYAN JN,00:37:01,Friday,BADLAPUR,02:39:27,Saturday
96214,BL20,430,BADLAPUR,03:11:15,Friday,KALYAN JN,21:24:20,Thursday
96215,BL43,1235,KALYAN JN,01:15:22,Friday,BADLAPUR,13:01:48,Monday
96216,BL22,1924,BADLAPUR,08:37:07,Friday,KALYAN JN,13:46:10,Wednesday
96217,TBL9,1910,KALYAN JN,17:35:02,Friday,BADLAPUR,01:30:06,Saturday
96218,BL24,2600,BADLAPUR,17:47:18,Tuesday,KALYAN JN,15:31:12,Wednesday
96219,BL45,2191,KALYAN JN,03:45:04,Tuesday,BADLAPUR,23:02:52,Sunday
96220,BL26,801,BADLAPUR,07:30:53,Wednesday,KALYAN JN,05:32:44,Sunday
96221,BL47,2663,KALYAN JN,00:15:50,Tuesday,BADLAPUR,21:03:40,Sunday
96222,BL28,1196,BADLAPUR,09:04:43,Thursday,KALYAN JN,23:28:18,Thursday
96223,BL49,614,KALYAN JN,13:11:00,Friday,BADLAPUR,06:49:22,Friday
96224,BL52,2229,BADLAPUR,04:52:23,Saturday,KALYAN JN,23:17:19,Sunday
96225,BL53,1640,KALYAN JN,07:24:38,Friday,BADLAPUR,03:37:35,Tuesday
96226,BL58,1285,BADLAPUR,08:33:56,Wednesday,KALYAN JN,07:40:59,Wednesday
96227,DBL3,1139,KALYAN JN,00:22:38,Sunday,BADLAPUR,04:33:50,Tuesday
96228,BL60,1631,BADLAPUR,14:50:02,Monday,KALYAN JN,21:46:40,Friday
96232,CBL2,2963,BADLAPUR,13:17:51,Saturday,KALYAN JN,13:51:38,Friday
96234,BL62,797,BADLAPUR,14:01:45,Sunday,KALYAN JN,18:09:07,Friday
96236,BL60,2448,BADLAPUR,15:47:04,Saturday,CST-MUMBAI,06:05:06,Wednesday
96301,A1,1073,KALYAN JN,18:15:49,Monday,AMBERNATH,03:21:20,Wednesday
96302,A2,404,AMBERNATH,07:01:35,Friday,KALYAN JN,11:25:26,Friday
96303,A3,2496,KALYAN JN,20:46:13,Friday,AMBERNATH,04:27:25,Friday
96304,A4,1366,AMBERNATH,18:05:48,Tuesday,KALYAN JN,15:40:55,Tuesday
96305,A5,1010,KALYAN JN,23:37:33,Friday,AMBERNATH,07:36:08,Friday
96306,A6,1575,AMBERNATH,19:00:48,Wednesday,KALYAN JN,21:21:44,Friday
96307,A7,1511,KALYAN JN,11:10:04,Friday,AMBERNATH,14:38:46,Friday
96308,A8,205,AMBERNATH,14:52:14,Friday,KALYAN JN,13:02:09,Saturday
96309,A9,2248,KALYAN JN,16:06:55,Friday,AMBERNATH,04:32:17,Friday
96310,A10,1905,AMBERNATH,04:08:30,Sunday,KALYAN JN,05:34:32,Friday
96311,A25,294,KALYAN JN,22:23:24,Thursday,AMBERNATH,03:35:06,Wednesday
96312,A28,2797,AMBERNATH,07:53:22,Sunday,KALYAN JN,14:24:09,Tuesday
96313,A27,915,KALYAN JN,20:05:48,Thursday,AMBERNATH,15:36:16,Saturday
96314,A30,2224,AMBERNATH,22:13:34,Monday,KALYAN JN,00:46:46,Wednesday
96315,A29,1170,KALYAN JN,22:40:30,Saturday,AMBERNATH,12:22:46,Monday
96316,A34,2525,AMBERNATH,23:30:44,Sunday,KALYAN JN,23:49:45,Thursday
96317,A31,2580,KALYAN JN,17:50:44,Monday,AMBERNATH,16:04:43,Sunday
96318,A36,2567,AMBERNATH,18:19:59,Friday,KALYAN JN,11:11:49,Thursday
96319,A33,2208,KALYAN JN,05:56:31,Saturday,AMBERNATH,14:15:02,Saturday
96320,A38,14,AMBERNATH,18:31:46,Wednesday,KALYAN JN,18:19:54,Saturday
96321,A35,1794,KALYAN JN,18:17:37,Tuesday,AMBERNATH,16:43:02,Wednesday
96322,A40,919,AMBERNATH,14:08:35,Saturday,KALYAN JN,23:48:42,Friday
96323,A37,2835,KALYAN JN,14:34:49,Monday,AMBERNATH,10:46:02,Wednesday
96324,A42,1492,AMBERNATH,13:04:26,Tuesday,KALYAN JN,09:56:26,Sunday
96325,A39,2068,KALYAN JN,16:57:11,Thursday,AMBERNATH,13:19:51,Tuesday
96326,A44,2183,AMBERNATH,12:56:44,Sunday,KALYAN JN,14:20:57,Thursday
96327,TA1,1187,KALYAN JN,01:05:29,Sunday,AMBERNATH,13:37:01,Sunday
96328,A60,1333,AMBERNATH,13:54:21,Tuesday,KALYAN JN,07:13:48,Thursday
96329,A43,1346,KALYAN JN,20:23:47,Tuesday,AMBERNATH,14:37:55,Friday
96330,A66,1391,AMBERNATH,11:00:21,Monday,KALYAN JN,21:14:03,Tuesday
96331,TA3,1402,KALYAN JN,12:51:15,Thursday,AMBERNATH,09:06:48,Tuesday
96332,A68,412,AMBERNATH,09:54:44,Tuesday,KALYAN JN,07:24:01,Tuesday
96333,A57,1468,KALYAN JN,21:38:00,Sunday,AMBERNATH,23:06:16,Sunday
96334,A70,1526,AMBERNATH,20:56:02,Tuesday,KALYAN JN,10:36:37,Thursday
96335,A59,2389,KALYAN JN,18:36:54,Monday,AMBERNATH,03:25:12,Monday
96336,A72,98,AMBERNATH,02:56:14,Saturday,CST-MUMBAI,03:12:20,Thursday
96337,A61,2657,KALYAN JN,06:26:07,Sunday,AMBERNATH,18:47:16,Sunday
96339,DA5,1524,KALYAN JN,12:20:40,Sunday,AMBERNATH,18:05:53,Wednesday
96341,A63,1428,KALYAN JN,14:23:19,Saturday,AMBERNATH,01:59:09,Friday
96343,A65,1866,KALYAN JN,01:05:10,Wednesday,AMBERNATH,10:58:12,Sunday
96345,A67,1438,KALYAN JN,01:07:18,Friday,AMBERNATH,09:45:45,Monday
96401,N1,1523,KALYAN JN,17:29:15,Saturday,KASARA,04:17:51,Tuesday
96402,N2,960,KASARA,02:17:52,Wednesday,KALYAN JN,06:57:51,Wednesday
96403,N3,2716,KALYAN JN,04:24:41,Friday,KASARA,04:38:56,Thursday
96404,N4,1345,KASARA,07:31:47,Thursday,KALYAN JN,17:47:13,Friday
96405,N5,1623,KALYAN JN,14:40:57,Sunday,KASARA,09:07:41,Tuesday
96406,N36,1636,KASARA,12:27:29,Monday,KALYAN JN,05:24:57,Saturday
96407,TN1,1086,KALYAN JN,14:25:08,Friday,KASARA,00:21:31,Sunday
96409,N31,170,KALYAN JN,10:51:08,Saturday,KASARA,14:54:45,Monday
96501,TLAN1,1376,TITVALA,14:16:52,Wednesday,ASANGAON,22:56:28,Sunday
96502,AN2,2158,ASANGAON,15:21:26,Wednesday,KALYAN JN,20:51:31,Saturday
96503,KAN1,329,KALYAN JN,23:06:17,Tuesday,ASANGAON,07:59:57,Friday
96504,AN4,2822,ASANGAON,10:44:29,Saturday,KALYAN JN,05:04:28,Friday
96505,TAN1,2395,KALYAN JN,06:32:37,Monday,ASANGAON,21:54:59,Sunday
96506,TAN2,1878,ASANGAON,06:15:28,Tuesday,KALYAN JN,11:15:40,Wednesday
96507,AN1,565,KALYAN JN,00:15:21,Tuesday,ASANGAON,23:33:52,Tuesday
96508,AN10,2149,ASANGAON,07:31:45,Wednesday,KALYAN JN,05:32:13,Monday
96509,AN3,2758,KALYAN JN,16:11:45,Wednesday,ASANGAON,01:35:51,Thursday
96510,AN12,2388,ASANGAON,05:59:35,Sunday,KALYAN JN,13:50:40,Saturday
96511,KAN3,2106,KALYAN JN,03:31:04,Monday,ASANGAON,21:26:20,Thursday
96512,AN14,1958,ASANGAON,01:38:17,Sunday,KALYAN JN,18:43:48,Sunday
96513,AN7,126,KALYAN JN,20:35:57,Saturday,ASANGAON,09:30:15,Wednesday
96514,TAN4,2400,ASANGAON,14:06:37,Friday,KALYAN JN,13:04:47,Monday
96515,TAN3,2727,KALYAN JN,12:15:53,Monday,ASANGAON,04:26:39,Wednesday
96516,AN24,554,ASANGAON,23:12:14,Wednesday,KALYAN JN,19:24:29,Friday
96517,AN13,1014,KALYAN JN,15:21:12,Wednesday,ASANGAON,21:35:46,Thursday
96518,AN28,85,ASANGAON,14:38:59,Wednesday,KALYAN JN,23:03:00,Tuesday
96519,AN17,615,KALYAN JN,21:34:21,Sunday,ASANGAON,04:36:35,Thursday
96520,AN32,1669,ASANGAON,00:39:21,Thursday,KALYAN JN,19:12:50,Thursday
96521,AN29,2234,KALYAN JN,12:48:04,Tuesday,ASANGAON,11:56:43,Wednesday
96522,TAN6,1867,ASANGAON,19:56:10,Monday,KALYAN JN,12:51:16,Friday
96524,KAN2,1043,ASANGAON,14:37:09,Thursday,KALYAN JN,03:35:57,Friday
96601,CTL1,1279,KALYAN JN,05:26:57,Friday,TITVALA,02:37:31,Wednesday
96602,TL2,1905,TITVALA,11:18:36,Friday,KALYAN JN,02:19:06,Tuesday
96603,CTL3,1369,KALYAN JN,11:35:35,Tuesday,TITVALA,20:01:23,Monday
96604,TL4,694,TITVALA,20:37:07,Thursday,KALYAN JN,10:26:33,Monday
96605,TL1,1220,KALYAN JN,03:21:43,Friday,TITVALA,10:54:42,Saturday
96606,TL6,426,TITVALA,16:20:42,Wednesday,KALYAN JN,00:26:41,Sunday
96607,TL3,1342,KALYAN JN,04:34:51,Tuesday,TITVALA,19:55:02,Sunday
96608,TL8,2695,TITVALA,16:54:31,Monday,KALYAN JN,11:40:23,Friday
96609,CTL5,1747,KALYAN JN,04:43:48,Sunday,TITVALA,12:07:41,Thursday
96610,TL10,1449,TITVALA,04:15:01,Monday,KALYAN JN,14:35:43,Sunday
96611,TL5,1166,KALYAN JN,23:23:14,Saturday,TITVALA,16:52:50,Saturday
96612,TL12,1750,TITVALA,12:05:15,Thursday,KALYAN JN,19:11:45,Tuesday
96613,TL7,2358,KALYAN JN,04:42:07,Sunday,TITVALA,03:19:15,Saturday
96614,TL16,886,TITVALA,16:18:24,Friday,KALYAN JN,23:40:05,Tuesday
96615,TTL1,1259,KALYAN JN,03:35:36,Sunday,TITVALA,11:24:42,Saturday
96616,DTL2,2976,TITVALA,20:07:29,Thursday,KALYAN JN,16:09:17,Sunday
96617,TL15,2948,KALYAN JN,04:03:23,Sunday,TITVALA,22:01:05,Wednesday
96618,TL18,1792,TITVALA,10:01:34,Saturday,KALYAN JN,14:19:35,Wednesday
96619,TL21,1944,KALYAN JN,12:52:13,Wednesday,TITVALA,00:55:16,Thursday
96620,TTL2,580,TITVALA,11:08:21,Tuesday,KALYAN JN,16:47:50,Saturday
96621,TL23,1435,KALYAN JN,05:20:12,Thursday,TITVALA,13:43:25,Tuesday
96622,TL24,2368,TITVALA,04:47:45,Saturday,KALYAN JN,09:48:46,Tuesday
96623,TL25,80,KALYAN JN,19:02:48,Wednesday,TITVALA,21:38:28,Monday
96624,TL26,2856,TITVALA,07:03:26,Monday,KALYAN JN,08:46:50,Tuesday
96625,TL27,2277,KALYAN JN,12:01:15,Sunday,TITVALA,18:32:29,Saturday
96626,TL28,2179,TITVALA,07:53:06,Thursday,KALYAN JN,08:54:08,Friday
96627,TL29,1383,KALYAN JN,15:13:23,Tuesday,TITVALA,12:02:39,Thursday
96628,TL30,1848,TITVALA,15:38:59,Sunday,KALYAN JN,11:34:50,Friday
96629,TL31,2198,KALYAN JN,00:09:01,Saturday,TITVALA,07:11:17,Saturday
96630,TL32,2195,TITVALA,10:28:09,Wednesday,KALYAN JN,00:02:14,Friday
96631,TL33,1099,KALYAN JN,03:00:02,Monday,TITVALA,05:38:35,Friday
96632,TL34,357,TITVALA,00:27:15,Tuesday,KALYAN JN,14:37:47,Saturday
96633,TL35,2239,KALYAN JN,14:18:24,Tuesday,TITVALA,18:34:20,Saturday
96634,TL36,541,TITVALA,01:43:55,Friday,KALYAN JN,19:02:13,Wednesday
96635,TL37,677,KALYAN JN,06:43:08,Wednesday,TITVALA,11:19:03,Saturday
96636,TL38,139,TITVALA,06:52:36,Sunday,KALYAN JN,01:30:41,Wednesday
96637,TL39,946,KALYAN JN,03:02:02,Wednesday,TITVALA,11:44:39,Friday
96638,TL40,263,TITVALA,22:15:02,Wednesday,KALYAN JN,10:50:25,Wednesday
96639,TL41,1710,KALYAN JN,16:11:31,Friday,TITVALA,16:20:20,Monday
96640,TL42,817,TITVALA,02:16:54,Tuesday,KALYAN JN,14:00:23,Tuesday
96641,TL47,2033,KALYAN JN,08:45:58,Saturday,TITVALA,12:26:27,Monday
96642,TL44,115,TITVALA,21:45:59,Thursday,KALYAN JN,20:35:42,Tuesday
96643,TL55,2177,KALYAN JN,20:45:26,Sunday,TITVALA,11:02:26,Sunday
96644,TTL4,2965,TITVALA,04:09:06,Sunday,KALYAN JN,05:59:54,Sunday
96645,TL57,1155,KALYAN JN,00:01:52,Thursday,TITVALA,04:34:35,Sunday
96646,TL56,1830,TITVALA,21:05:50,Tuesday,KALYAN JN,00:59:02,Wednesday
96647,TL59,2995,KALYAN JN,23:33:15,Sunday,TITVALA,16:35:41,Thursday
96648,TL58,2121,TITVALA,17:25:58,Sunday,KALYAN JN,18:12:01,Friday
96649,TL61,2592,KALYAN JN,19:09:36,Friday,TITVALA,05:57:04,Thursday
96650,TL60,1291,TITVALA,19:20:22,Friday,KALYAN JN,09:00:33,Saturday
96651,TL63,1694,KALYAN JN,23:45:55,Saturday,TITVALA,06:38:37,Friday
96652,TL62,325,TITVALA,19:56:21,Friday,KALYAN JN,18:22:50,Thursday
96653,TL65,1810,KALYAN JN,16:56:41,Saturday,TITVALA,11:04:35,Tuesday
96654,TL64,2629,TITVALA,03:39:35,Monday,KALYAN JN,16:33:25,Sunday
96655,TL67,480,KALYAN JN,18:09:17,Sunday,TITVALA,21:32:40,Tuesday
96656,TL66,1443,TITVALA,11:13:35,Tuesday,KALYAN JN,14:13:30,Friday
96657,TL71,2564,CST-MUMBAI,12:39:02,Thursday,TITVALA,06:25:52,Saturday
96658,TTL6,1497,TITVALA,21:52:36,Tuesday,KALYAN JN,22:53:05,Wednesday
96660,TTL8,2511,TITVALA,05:34:07,Friday,KALYAN JN,00:46:07,Saturday
97000,K2,2517,KALYAN JN,07:36:39,Monday,CST-MUMBAI,05:11:07,Sunday
97001,CK1,88,VIDYAVIHAR,13:29:30,Monday,KALYAN JN,00:36:05,Tuesday
97002,K2,444,KALYAN JN,07:40:35,Friday,CST-MUMBAI,17:46:06,Thursday
97003,CK3,1417,VIDYAVIHAR,19:08:41,Tuesday,KALYAN JN,00:30:54,Wednesday
97004,K4,2039,KALYAN JN,16:02:18,Wednesday,CST-MUMBAI,03:37:13,Friday
97005,CK5,2358,VIDYAVIHAR,12:08:52,Saturday,KALYAN JN,19:39:32,Sunday
97006,K6,2769,KALYAN JN,08:42:27,Sunday,CST-MUMBAI,17:22:57,Tuesday
97007,CK7,1086,VIDYAVIHAR,00:49:18,Wednesday,KALYAN JN,07:52:27,Thursday
97008,K8,2492,KALYAN JN,20:16:25,Tuesday,CST-MUMBAI,12:15:07,Wednesday
97009,CK9,1970,VIDYAVIHAR,18:06:32,Wednesday,KALYAN JN,08:46:49,Sunday
97010,K10,266,KALYAN JN,10:56:57,Wednesday,CST-MUMBAI,01:03:59,Monday
97011,K3,1006,CST-MUMBAI,23:19:04,Monday,KALYAN JN,05:53:54,Tuesday
97012,DK2,2317,KALYAN JN,08:24:50,Saturday,DADAR,06:25:07,Saturday
97013,CK11,1206,VIDYAVIHAR,04:35:35,Thursday,KALYAN JN,10:30:35,Sunday
97014,K12,465,KALYAN JN,06:38:41,Monday,CST-MUMBAI,11:58:25,Saturday
97015,K5,2900,CST-MUMBAI,04:05:25,Tuesday,KALYAN JN,05:42:41,Friday
97016,K16,861,KALYAN JN,12:59:51,Sunday,CST-MUMBAI,11:48:49,Sunday
97017,K7,2184,CST-MUMBAI,11:29:41,Monday,KALYAN JN,10:12:43,Friday
97018,K18,1804,KALYAN JN,13:44:22,Thursday,CST-MUMBAI,04:10:43,Thursday
97019,K9,305,CST-MUMBAI,19:52:03,Tuesday,KALYAN JN,18:18:50,Thursday
97020,K22,1052,KALYAN JN,23:59:59,Wednesday,CST-MUMBAI,03:22:00,Friday
97021,K13,2871,CST-MUMBAI,20:17:03,Thursday,KALYAN JN,02:10:01,Sunday
97022,K24,2116,KALYAN JN,22:09:43,Tuesday,CST-MUMBAI,07:09:38,Monday
97023,DK1,1977,DADAR,11:11:03,Wednesday,KALYAN JN,22:00:33,Monday
97024,K26 L SPL,2199,KALYAN JN,22:47:24,Monday,CST-MUMBAI,18:37:49,Saturday
97025,K15,330,CST-MUMBAI,08:59:10,Monday,KALYAN JN,07:23:58,Sunday
97026,DK6,794,KALYAN JN,20:26:09,Wednesday,DADAR,19:39:45,Saturday
97027,K17,2735,CST-MUMBAI,15:56:26,Monday,KALYAN JN,11:24:20,Monday
97028,DK8,2481,KALYAN JN,23:38:29,Saturday,DADAR,11:29:41,Thursday
97029,K23,1501,CST-MUMBAI,20:19:43,Monday,KALYAN JN,14:44:26,Thursday
97030,K38,531,KALYAN JN,09:00:31,Thursday,CST-MUMBAI,10:45:36,Saturday
97031,K25,1979,CST-MUMBAI,17:19:45,Saturday,KALYAN JN,22:43:04,Tuesday
97032,K40,2632,KALYAN JN,02:39:16,Thursday,CST-MUMBAI,01:16:12,Wednesday
97033,TK1,1121,THANE,05:51:47,Friday,KALYAN JN,15:45:50,Wednesday
97034,K44,361,KALYAN JN,02:19:43,Monday,CST-MUMBAI,16:34:03,Wednesday
97035,DK3,1641,DADAR,02:34:40,Sunday,KALYAN JN,01:37:00,Tuesday
97036,K46,2791,KALYAN JN,13:59:30,Friday,CST-MUMBAI,14:07:48,Wednesday
97037,K29,639,CST-MUMBAI,03:19:12,Friday,KALYAN JN,06:08:13,Thursday
97038,K48,2487,KALYAN JN,04:06:24,Monday,CST-MUMBAI,16:20:11,Saturday
97039,K31,1934,CST-MUMBAI,00:46:27,Wednesday,KALYAN JN,18:09:06,Saturday
97040,K50,1442,KALYAN JN,08:04:50,Saturday,CST-MUMBAI,08:37:38,Friday
97041,K35,1292,CST-MUMBAI,07:40:18,Tuesday,KALYAN JN,14:34:52,Tuesday
97042,CK2,2539,KALYAN JN,01:20:23,Monday,KURLA,11:47:30,Friday
97043,DK7,1985,DADAR,12:38:14,Friday,KALYAN JN,22:17:11,Tuesday
97044,K52,68,KALYAN JN,19:58:15,Wednesday,CST-MUMBAI,00:26:47,Tuesday
97045,DK9,2492,DADAR,04:20:08,Friday,KALYAN JN,08:01:26,Saturday
